Id,weekly_self_study_hours,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,Grade,Gender,Email
837,24,97,80,67,71,75,96,100,Good,Male,student837@gmail.com
838,0,92,65,95,60,93,69,82,Good,Female,student838@gmail.com
839,0,81,77,92,97,62,65,92,Good,Female,student839@gmail.com
840,3,99,69,71,84,96,84,69,Good,Male,student840@gmail.com
841,26,97,100,87,90,96,86,93,Excellent,Male,student841@gmail.com
842,31,80,87,94,68,89,82,76,Good,Female,student842@gmail.com
843,20,88,62,91,83,97,83,63,Good,Female,student843@gmail.com
844,9,95,72,99,67,83,78,65,Good,Female,student844@gmail.com
845,15,90,81,69,70,95,97,62,Good,Female,student845@gmail.com
846,1,77,89,50,82,71,78,70,Good,Male,student846@gmail.com
847,4,82,69,91,95,82,85,60,Good,Male,student847@gmail.com
848,2,90,74,88,97,88,73,66,Good,Female,student848@gmail.com
849,32,94,90,81,82,100,82,98,Excellent,Female,student849@gmail.com
850,2,87,84,76,87,65,80,72,Good,Male,student850@gmail.com
851,2,86,66,88,98,68,79,77,Good,Male,student851@gmail.com
852,19,84,85,83,69,82,91,69,Good,Female,student852@gmail.com
853,12,86,63,85,64,98,97,86,Good,Male,student853@gmail.com
854,5,70,66,98,96,64,65,91,Good,Male,student854@gmail.com
855,22,87,94,72,93,44,92,83,Good,Female,student855@gmail.com
856,1,47,78,75,62,61,55,93,Average,Female,student856@gmail.com
857,21,96,63,77,93,61,86,83,Good,Male,student857@gmail.com
858,5,54,93,96,59,84,79,93,Good,Female,student858@gmail.com
859,5,59,100,64,68,86,89,91,Good,Male,student859@gmail.com
860,8,92,99,93,82,97,70,79,Good,Male,student860@gmail.com
861,25,100,62,78,74,72,73,78,Good,Female,student861@gmail.com
862,34,92,81,84,84,84,66,74,Good,Female,student862@gmail.com
863,0,75,66,91,73,100,94,67,Good,Male,student863@gmail.com
864,34,93,74,63,97,64,61,92,Good,Male,student864@gmail.com
865,31,100,96,67,63,91,96,84,Good,Female,student865@gmail.com
866,1,80,84,67,96,88,94,86,Good,Female,student866@gmail.com
867,28,100,92,66,96,76,88,77,Good,Female,student867@gmail.com
868,5,52,65,74,71,63,59,67,Average,Female,student868@gmail.com
869,26,95,69,91,67,67,70,71,Good,Female,student869@gmail.com
870,21,100,67,100,65,67,92,67,Good,Female,student870@gmail.com
871,22,96,73,90,84,64,75,62,Good,Female,student871@gmail.com
872,30,60,67,94,74,71,98,74,Good,Male,student872@gmail.com
873,2,51,98,90,54,77,80,71,Good,Female,student873@gmail.com
874,24,85,100,93,64,81,78,64,Good,Male,student874@gmail.com
875,15,76,86,68,83,82,67,69,Good,Male,student875@gmail.com
876,24,92,63,87,92,81,78,74,Good,Female,student876@gmail.com
877,3,90,89,95,73,79,98,68,Good,Male,student877@gmail.com
878,4,73,53,68,60,95,96,99,Good,Female,student878@gmail.com
879,42,90,89,92,93,97,92,100,Excellent,Female,student879@gmail.com
880,24,87,87,86,91,90,75,79,Good,Male,student880@gmail.com
881,0,93,96,70,92,65,90,84,Good,Female,student881@gmail.com
882,4,75,91,68,86,81,72,89,Good,Female,student882@gmail.com
883,25,96,100,99,82,79,95,89,Excellent,Female,student883@gmail.com
884,1,63,75,68,63,63,73,79,Average,Female,student884@gmail.com
885,35,85,90,89,98,100,97,95,Excellent,Female,student885@gmail.com
886,20,93,61,65,77,97,90,90,Good,Female,student886@gmail.com
887,11,60,92,82,65,82,91,67,Good,Female,student887@gmail.com
888,21,95,91,63,83,75,73,74,Good,Female,student888@gmail.com
889,1,61,73,76,51,76,50,77,Average,Female,student889@gmail.com
890,15,97,81,65,70,62,96,75,Good,Female,student890@gmail.com
891,33,90,64,91,93,86,91,97,Good,Male,student891@gmail.com
892,4,90,100,80,66,63,69,66,Good,Male,student892@gmail.com
893,24,85,74,68,68,75,78,95,Good,Female,student893@gmail.com
894,13,82,87,98,73,74,89,66,Good,Female,student894@gmail.com
895,5,95,88,66,72,92,52,70,Good,Female,student895@gmail.com
896,12,95,96,66,68,90,91,99,Good,Female,student896@gmail.com
897,8,81,90,71,97,81,86,73,Good,Female,student897@gmail.com
898,8,62,69,99,95,73,79,83,Good,Female,student898@gmail.com
899,8,95,92,89,64,77,80,66,Good,Female,student899@gmail.com
900,0,64,62,51,85,74,91,93,Good,Female,student900@gmail.com
901,14,96,67,88,82,90,74,96,Good,Male,student901@gmail.com
902,3,40,58,57,68,57,99,95,Average,Female,student902@gmail.com
903,19,87,80,84,65,91,84,65,Good,Female,student903@gmail.com
904,29,74,95,82,61,70,88,92,Good,Female,student904@gmail.com
905,0,51,56,64,85,91,78,97,Good,Male,student905@gmail.com
906,5,57,74,98,93,63,70,67,Good,Male,student906@gmail.com
907,4,84,54,52,52,65,54,69,Average,Female,student907@gmail.com
908,1,84,83,71,98,93,95,99,Good,Male,student908@gmail.com
909,12,100,84,73,96,97,85,63,Good,Female,student909@gmail.com
910,27,90,91,88,95,98,99,71,Excellent,Female,student910@gmail.com
911,12,97,77,66,93,99,78,91,Good,Male,student911@gmail.com
912,21,77,93,69,75,88,81,89,Good,Male,student912@gmail.com
913,15,82,61,79,84,73,95,85,Good,Female,student913@gmail.com
914,26,89,68,83,88,69,79,74,Good,Female,student914@gmail.com
915,3,43,83,58,89,87,78,86,Good,Male,student915@gmail.com
916,31,86,85,66,94,62,86,92,Good,Female,student916@gmail.com
917,31,92,74,95,97,87,78,68,Good,Female,student917@gmail.com
918,3,71,70,60,84,87,87,64,Good,Female,student918@gmail.com
919,16,92,81,71,97,96,72,63,Good,Male,student919@gmail.com
920,29,77,92,65,62,76,84,100,Good,Female,student920@gmail.com
921,31,90,62,87,63,77,71,68,Good,Male,student921@gmail.com
922,46,91,85,98,96,98,96,93,Excellent,Male,student922@gmail.com
923,24,88,72,96,97,71,60,61,Good,Male,student923@gmail.com
924,2,98,73,85,78,61,74,96,Good,Female,student924@gmail.com
925,2,87,60,67,88,99,56,92,Good,Male,student925@gmail.com
926,9,66,64,82,82,72,96,100,Good,Male,student926@gmail.com
927,0,83,98,51,72,90,59,73,Good,Female,student927@gmail.com
928,4,40,94,90,68,61,77,92,Good,Female,student928@gmail.com
929,4,43,90,78,63,68,63,72,Average,Female,student929@gmail.com
930,34,100,97,74,74,82,75,69,Good,Female,student930@gmail.com
931,34,93,70,74,78,94,75,96,Good,Male,student931@gmail.com
932,32,98,86,82,72,79,93,94,Good,Female,student932@gmail.com
933,23,90,95,73,81,81,62,81,Good,Male,student933@gmail.com
934,20,90,77,86,91,76,78,62,Good,Female,student934@gmail.com
935,5,68,67,65,68,63,97,63,Good,Male,student935@gmail.com
936,15,91,60,98,77,72,74,63,Good,Female,student936@gmail.com
937,21,87,74,92,67,85,63,87,Good,Male,student937@gmail.com
938,30,91,90,88,92,75,98,91,Excellent,Male,student938@gmail.com
939,15,98,72,87,74,100,84,85,Good,Female,student939@gmail.com
940,18,85,74,79,82,71,87,67,Good,Female,student940@gmail.com
941,4,40,97,71,70,73,81,85,Good,Male,student941@gmail.com
942,24,76,75,76,67,60,77,100,Good,Female,student942@gmail.com
943,15,89,76,84,93,64,86,95,Good,Female,student943@gmail.com
944,2,76,73,74,73,81,87,84,Good,Female,student944@gmail.com
945,14,91,61,100,88,73,84,100,Good,Female,student945@gmail.com
946,5,55,58,96,88,99,98,71,Good,Female,student946@gmail.com
947,0,93,88,76,73,67,88,76,Good,Male,student947@gmail.com
948,10,84,68,60,86,90,84,81,Good,Female,student948@gmail.com
949,2,62,65,98,52,66,94,82,Good,Female,student949@gmail.com
950,30,80,81,75,72,71,84,87,Good,Female,student950@gmail.com
951,28,93,84,85,94,95,74,83,Good,Male,student951@gmail.com
952,29,92,82,63,61,66,84,98,Good,Female,student952@gmail.com
953,35,87,89,91,89,93,92,95,Excellent,Male,student953@gmail.com
954,12,83,69,93,60,98,83,88,Good,Male,student954@gmail.com
955,32,95,75,87,67,96,86,85,Good,Female,student955@gmail.com
956,27,79,65,92,67,78,66,98,Good,Male,student956@gmail.com
957,25,87,68,84,92,96,88,60,Good,Male,student957@gmail.com
958,11,94,92,76,74,65,96,87,Good,Male,student958@gmail.com
959,2,82,77,95,81,83,73,76,Good,Male,student959@gmail.com
960,24,90,98,89,78,74,93,65,Good,Female,student960@gmail.com
961,16,100,68,62,76,72,94,89,Good,Male,student961@gmail.com
962,1,98,85,75,66,73,88,85,Good,Male,student962@gmail.com
963,2,80,84,94,63,62,72,68,Good,Male,student963@gmail.com
964,35,89,91,96,100,95,93,86,Excellent,Female,student964@gmail.com
965,5,96,67,74,90,75,95,83,Good,Female,student965@gmail.com
966,14,94,82,80,80,33,93,78,Good,Male,student966@gmail.com
967,26,64,65,97,96,80,80,78,Good,Male,student967@gmail.com
968,41,89,89,100,96,96,85,92,Excellent,Male,student968@gmail.com
969,6,97,78,99,88,69,98,60,Good,Male,student969@gmail.com
970,35,91,97,87,93,94,90,88,Excellent,Female,student970@gmail.com
971,30,96,98,99,65,95,76,68,Good,Male,student971@gmail.com
972,12,81,68,97,86,90,78,80,Good,Female,student972@gmail.com
973,29,87,89,61,66,72,90,61,Good,Female,student973@gmail.com
974,4,67,56,77,93,95,50,74,Good,Male,student974@gmail.com
975,0,100,95,60,89,77,89,67,Good,Female,student975@gmail.com
976,17,88,74,60,60,78,94,69,Good,Male,student976@gmail.com
977,20,86,64,100,76,99,77,86,Good,Female,student977@gmail.com
978,35,85,87,90,88,87,97,100,Excellent,Male,student978@gmail.com
979,26,93,95,80,88,83,62,65,Good,Male,student979@gmail.com
980,24,80,66,77,81,99,99,83,Good,Male,student980@gmail.com
981,0,56,67,57,79,87,89,89,Good,Male,student981@gmail.com
982,32,87,62,84,96,69,98,64,Good,Female,student982@gmail.com
983,4,97,85,96,61,97,79,70,Good,Male,student983@gmail.com
984,34,86,67,98,86,86,83,89,Good,Female,student984@gmail.com
985,29,97,85,81,71,62,62,82,Good,Male,student985@gmail.com
986,35,91,94,97,97,100,88,99,Excellent,Male,student986@gmail.com
987,23,86,64,96,84,86,96,92,Good,Female,student987@gmail.com
988,5,90,97,54,59,82,76,72,Good,Female,student988@gmail.com
989,1,95,87,87,84,95,84,65,Good,Female,student989@gmail.com
990,31,90,100,76,76,84,79,84,Good,Male,student990@gmail.com
991,14,66,68,87,70,77,76,89,Good,Male,student991@gmail.com
992,3,81,92,72,91,67,71,88,Good,Female,student992@gmail.com
993,18,85,99,86,69,68,98,62,Good,Male,student993@gmail.com
994,47,94,90,95,85,98,91,96,Excellent,Female,student994@gmail.com
995,4,81,71,83,63,80,79,83,Good,Male,student995@gmail.com
996,32,97,87,95,67,98,93,89,Excellent,Female,student996@gmail.com
997,20,100,79,72,98,87,76,76,Good,Female,student997@gmail.com
998,3,54,64,72,80,98,83,85,Good,Female,student998@gmail.com
999,19,97,87,70,74,73,74,81,Good,Male,student999@gmail.com
1000,5,65,83,67,84,89,65,73,Good,Male,student1000@gmail.com
1001,0,53,51,57,72,77,78,79,Average,Female,student1001@gmail.com
1002,9,82,74,80,88,92,96,95,Good,Female,student1002@gmail.com
1003,4,93,90,79,54,53,99,79,Good,Female,student1003@gmail.com
1004,22,93,90,73,94,81,84,74,Good,Male,student1004@gmail.com
1005,3,91,95,88,89,58,81,69,Good,Female,student1005@gmail.com
1006,33,99,91,85,100,84,77,98,Excellent,Female,student1006@gmail.com
1007,13,87,63,81,85,62,98,81,Good,Female,student1007@gmail.com
1008,19,83,79,91,62,63,76,93,Good,Male,student1008@gmail.com
1009,10,59,73,90,74,95,77,81,Good,Female,student1009@gmail.com
1010,29,74,68,71,60,97,64,63,Good,Female,student1010@gmail.com
1011,31,81,98,71,92,74,93,63,Good,Female,student1011@gmail.com
1012,3,80,92,85,81,94,75,72,Good,Female,student1012@gmail.com
1013,29,89,66,72,77,79,95,92,Good,Male,student1013@gmail.com
1014,34,65,78,82,65,100,92,64,Good,Male,student1014@gmail.com
1015,4,94,61,60,77,75,93,60,Good,Female,student1015@gmail.com
1016,34,93,70,80,67,77,80,91,Good,Male,student1016@gmail.com
1017,30,90,69,91,84,65,86,93,Good,Male,student1017@gmail.com
1018,18,67,60,87,73,92,82,70,Good,Female,student1018@gmail.com
1019,32,81,91,73,72,49,81,72,Good,Female,student1019@gmail.com
1020,31,95,71,88,96,82,65,80,Good,Male,student1020@gmail.com
1021,0,67,50,93,86,66,73,85,Good,Female,student1021@gmail.com
1022,3,83,69,99,88,87,81,68,Good,Male,student1022@gmail.com
1023,5,87,96,67,64,67,81,90,Good,Male,student1023@gmail.com
1024,24,82,71,84,68,74,64,73,Good,Female,student1024@gmail.com
1025,27,97,87,65,90,66,84,75,Good,Female,student1025@gmail.com
1026,21,88,67,77,89,97,70,71,Good,Female,student1026@gmail.com
1027,32,91,94,81,61,61,82,73,Good,Male,student1027@gmail.com
1028,5,77,60,83,65,81,80,88,Good,Male,student1028@gmail.com
1029,7,94,65,96,77,83,75,98,Good,Male,student1029@gmail.com
1030,1,100,82,91,82,70,51,77,Good,Male,student1030@gmail.com
1031,22,96,75,79,72,69,94,64,Good,Male,student1031@gmail.com
1032,15,75,64,76,65,44,80,91,Average,Female,student1032@gmail.com
1033,12,94,84,85,63,67,89,66,Good,Female,student1033@gmail.com
1034,21,89,100,89,65,91,83,61,Good,Male,student1034@gmail.com
1035,24,100,80,74,87,77,95,92,Good,Male,student1035@gmail.com
1036,18,94,97,61,67,77,88,70,Good,Female,student1036@gmail.com
1037,4,78,78,100,87,98,80,98,Good,Male,student1037@gmail.com
1038,5,65,71,88,57,75,62,62,Good,Male,student1038@gmail.com
1039,32,68,81,72,76,93,94,97,Good,Male,student1039@gmail.com
1040,0,93,78,98,76,86,89,92,Good,Male,student1040@gmail.com
1041,34,100,64,95,83,83,94,83,Good,Female,student1041@gmail.com
1042,28,85,99,64,78,63,95,91,Good,Female,student1042@gmail.com
1043,30,80,93,82,89,94,95,70,Excellent,Female,student1043@gmail.com
1044,31,97,80,60,98,86,83,75,Good,Female,student1044@gmail.com
1045,33,85,90,100,84,95,77,62,Excellent,Female,student1045@gmail.com
1046,28,87,76,87,98,61,92,81,Good,Female,student1046@gmail.com
1047,31,79,70,82,63,90,89,96,Good,Female,student1047@gmail.com
1048,7,87,86,73,88,98,71,85,Good,Female,student1048@gmail.com
1049,28,72,88,62,60,97,86,64,Good,Male,student1049@gmail.com
1050,44,89,99,93,99,87,89,98,Excellent,Male,student1050@gmail.com
1051,13,62,88,87,90,84,88,95,Good,Male,student1051@gmail.com
1052,15,93,84,86,82,62,87,84,Good,Female,student1052@gmail.com
1053,16,75,97,97,83,74,74,74,Good,Female,student1053@gmail.com
1054,18,75,66,61,69,68,96,63,Good,Male,student1054@gmail.com
1055,28,88,93,92,70,90,94,85,Good,Female,student1055@gmail.com
1056,29,86,95,95,72,72,80,65,Good,Male,student1056@gmail.com
1057,30,86,98,97,75,83,95,80,Excellent,Male,student1057@gmail.com
1058,32,99,95,88,68,91,62,75,Good,Female,student1058@gmail.com
1059,19,95,85,76,96,68,74,93,Good,Female,student1059@gmail.com
1060,18,92,72,61,93,86,97,79,Good,Male,student1060@gmail.com
1061,23,88,91,96,99,85,62,86,Good,Male,student1061@gmail.com
1062,16,92,60,76,61,94,93,94,Good,Female,student1062@gmail.com
1063,1,70,70,75,83,60,86,62,Good,Female,student1063@gmail.com
1064,35,85,90,98,92,89,88,95,Excellent,Male,student1064@gmail.com
1065,32,79,78,69,80,72,71,88,Good,Female,student1065@gmail.com
1066,31,60,88,75,94,87,82,79,Good,Male,student1066@gmail.com
1067,0,63,86,89,87,67,73,80,Good,Female,student1067@gmail.com
1068,24,99,77,82,60,88,91,93,Good,Male,student1068@gmail.com
1069,13,93,61,71,82,43,94,88,Good,Male,student1069@gmail.com
1070,4,63,72,92,82,84,82,60,Good,Female,student1070@gmail.com
1071,1,81,86,84,78,63,86,73,Good,Female,student1071@gmail.com
1072,27,60,61,66,82,100,76,79,Good,Female,student1072@gmail.com
1073,4,68,50,68,53,58,87,74,Average,Female,student1073@gmail.com
1074,8,89,97,65,75,61,60,60,Good,Female,student1074@gmail.com
1075,35,86,87,89,91,90,85,92,Excellent,Female,student1075@gmail.com
1076,7,71,96,83,76,60,87,74,Good,Female,student1076@gmail.com
1077,4,72,69,58,79,70,50,98,Average,Female,student1077@gmail.com
1078,25,74,67,90,69,83,89,68,Good,Female,student1078@gmail.com
1079,28,99,84,75,81,91,87,63,Good,Female,student1079@gmail.com
1080,19,99,78,74,95,72,65,91,Good,Male,student1080@gmail.com
1081,16,88,71,82,98,91,73,74,Good,Female,student1081@gmail.com
1082,6,65,72,77,89,74,76,61,Good,Female,student1082@gmail.com
1083,4,90,99,87,81,90,80,92,Good,Male,student1083@gmail.com
1084,34,91,88,79,60,82,96,83,Good,Female,student1084@gmail.com
1085,31,86,92,66,66,100,99,91,Good,Male,student1085@gmail.com
1086,27,86,84,98,67,76,75,65,Good,Female,student1086@gmail.com
1087,22,92,91,85,94,69,80,71,Good,Female,student1087@gmail.com
1088,25,90,97,64,64,61,81,93,Good,Male,student1088@gmail.com
1089,19,98,69,61,62,82,87,64,Good,Male,student1089@gmail.com
1090,28,72,93,68,62,83,98,67,Good,Female,student1090@gmail.com
1091,34,77,93,83,84,83,84,71,Good,Male,student1091@gmail.com
1092,5,75,52,84,70,81,99,85,Good,Male,student1092@gmail.com
1093,34,94,82,83,76,83,93,94,Good,Female,student1093@gmail.com
1094,34,75,88,71,62,90,78,95,Good,Male,student1094@gmail.com
1095,19,91,91,66,97,62,89,82,Good,Male,student1095@gmail.com
1096,13,75,64,100,63,98,71,73,Good,Female,student1096@gmail.com
1097,18,93,79,86,72,89,61,98,Good,Male,student1097@gmail.com
1098,1,86,81,80,85,62,86,69,Good,Male,student1098@gmail.com
1099,29,92,61,96,79,97,89,78,Good,Female,student1099@gmail.com
1100,34,90,91,61,72,64,84,72,Good,Female,student1100@gmail.com
1101,31,92,78,96,91,82,98,100,Excellent,Female,student1101@gmail.com
1102,14,90,88,71,96,72,74,80,Good,Female,student1102@gmail.com
1103,32,78,92,77,100,61,82,61,Good,Female,student1103@gmail.com
1104,5,82,58,58,91,91,55,98,Good,Male,student1104@gmail.com
1105,33,86,62,81,63,75,92,95,Good,Male,student1105@gmail.com
1106,32,83,63,93,94,93,90,78,Good,Female,student1106@gmail.com
1107,11,69,85,70,79,68,81,89,Good,Female,student1107@gmail.com
1108,12,83,81,96,96,62,82,77,Good,Male,student1108@gmail.com
1109,24,84,63,98,70,92,78,93,Good,Male,student1109@gmail.com
1110,29,89,71,77,88,66,80,87,Good,Female,student1110@gmail.com
1111,33,77,99,73,83,71,82,80,Good,Male,student1111@gmail.com
1112,13,94,88,98,64,99,98,96,Good,Male,student1112@gmail.com
1113,10,93,64,81,74,96,94,98,Good,Male,student1113@gmail.com
1114,38,92,88,90,94,88,92,96,Excellent,Female,student1114@gmail.com
1115,5,73,87,92,99,84,91,71,Good,Male,student1115@gmail.com
1116,35,90,87,100,98,91,98,96,Excellent,Male,student1116@gmail.com
1117,1,87,58,85,82,100,87,91,Good,Female,student1117@gmail.com
1118,21,88,74,99,72,63,87,79,Good,Male,student1118@gmail.com
1119,5,88,99,71,85,82,94,90,Good,Male,student1119@gmail.com
1120,15,96,87,64,88,64,92,77,Good,Female,student1120@gmail.com
1121,28,89,96,85,91,100,91,91,Excellent,Female,student1121@gmail.com
1122,5,58,77,69,83,94,70,97,Good,Female,student1122@gmail.com
1123,35,95,98,97,94,88,99,96,Excellent,Female,student1123@gmail.com
1124,28,76,69,86,72,71,79,63,Good,Female,student1124@gmail.com
1125,16,87,89,91,76,77,97,61,Good,Female,student1125@gmail.com
1126,29,60,65,86,66,61,99,89,Good,Male,student1126@gmail.com
1127,3,70,61,83,52,81,97,69,Good,Female,student1127@gmail.com
1128,35,90,86,99,94,100,89,85,Excellent,Male,student1128@gmail.com
1129,29,75,96,61,73,60,77,81,Good,Male,student1129@gmail.com
1130,14,96,100,96,87,83,81,95,Good,Female,student1130@gmail.com
1131,11,88,98,81,61,62,96,60,Good,Female,student1131@gmail.com
1132,1,99,60,87,94,71,93,93,Good,Female,student1132@gmail.com
1133,14,86,99,64,88,84,95,97,Good,Male,student1133@gmail.com
1134,11,96,61,85,87,83,80,79,Good,Male,student1134@gmail.com
1135,28,87,99,70,81,62,90,91,Good,Female,student1135@gmail.com
1136,18,89,90,96,97,87,84,63,Excellent,Female,student1136@gmail.com
1137,31,77,98,67,67,80,90,66,Good,Female,student1137@gmail.com
1138,2,57,71,51,59,84,74,68,Average,Female,student1138@gmail.com
1139,32,88,93,91,92,53,65,88,Good,Female,student1139@gmail.com
1140,3,56,75,78,82,98,99,81,Good,Male,student1140@gmail.com
1141,33,94,79,64,79,96,98,93,Good,Female,student1141@gmail.com
1142,4,57,71,76,59,58,84,73,Average,Male,student1142@gmail.com
1143,0,81,86,68,65,87,78,82,Good,Male,student1143@gmail.com
1144,10,96,83,64,84,98,79,99,Good,Female,student1144@gmail.com
1145,11,97,66,76,80,81,82,64,Good,Male,student1145@gmail.com
1146,5,86,76,92,86,75,67,79,Good,Male,student1146@gmail.com
1147,33,94,74,95,82,100,63,97,Good,Female,student1147@gmail.com
1148,29,88,83,94,80,97,95,78,Excellent,Female,student1148@gmail.com
1149,26,84,74,74,67,72,99,65,Good,Male,student1149@gmail.com
1150,25,85,82,88,62,71,71,75,Good,Female,student1150@gmail.com
1151,30,78,89,95,71,68,71,69,Good,Female,student1151@gmail.com
1152,13,86,66,77,74,84,72,95,Good,Female,student1152@gmail.com
1153,25,99,98,80,83,89,68,61,Good,Female,student1153@gmail.com
1154,15,67,64,99,84,100,81,78,Good,Female,student1154@gmail.com
1155,10,84,94,60,83,97,75,97,Good,Female,student1155@gmail.com
1156,0,72,62,96,95,97,71,83,Good,Female,student1156@gmail.com
1157,17,74,88,99,92,93,85,81,Good,Male,student1157@gmail.com
1158,4,74,74,83,52,70,87,95,Good,Female,student1158@gmail.com
1159,32,91,92,64,69,82,94,61,Good,Female,student1159@gmail.com
1160,34,77,66,94,77,49,83,64,Good,Male,student1160@gmail.com
1161,8,87,90,91,60,95,67,62,Good,Female,student1161@gmail.com
1162,3,60,70,61,63,61,71,73,Average,Male,student1162@gmail.com
1163,3,92,84,86,80,73,97,88,Good,Male,student1163@gmail.com
1164,4,71,89,63,50,63,64,69,Average,Female,student1164@gmail.com
1165,2,62,100,91,75,99,76,78,Good,Male,student1165@gmail.com
1166,0,100,85,81,91,75,64,83,Good,Male,student1166@gmail.com
1167,3,94,65,100,77,66,96,68,Good,Male,student1167@gmail.com
1168,4,98,80,66,94,86,72,86,Good,Male,student1168@gmail.com
1169,21,94,81,88,81,71,92,73,Good,Male,student1169@gmail.com
1170,4,92,69,93,67,79,84,69,Good,Female,student1170@gmail.com
1171,1,50,87,93,84,86,73,74,Good,Female,student1171@gmail.com
1172,49,99,98,94,96,95,88,92,Excellent,Female,student1172@gmail.com
1173,12,70,68,89,60,79,85,66,Good,Male,student1173@gmail.com
1174,9,92,93,86,61,78,80,62,Good,Male,student1174@gmail.com
1175,20,82,70,86,66,97,93,91,Good,Male,student1175@gmail.com
1176,16,83,73,82,62,92,68,76,Good,Male,student1176@gmail.com
1177,13,84,85,64,74,79,92,64,Good,Female,student1177@gmail.com
1178,30,60,71,91,83,93,88,97,Good,Female,student1178@gmail.com
1179,7,67,60,99,60,82,81,63,Good,Male,student1179@gmail.com
1180,38,96,92,93,91,88,90,88,Excellent,Female,student1180@gmail.com
1181,7,97,63,61,77,74,94,61,Good,Male,student1181@gmail.com
1182,8,89,62,79,60,93,77,73,Good,Male,student1182@gmail.com
1183,8,68,95,62,65,70,65,64,Good,Female,student1183@gmail.com
1184,11,82,85,94,75,97,98,76,Good,Male,student1184@gmail.com
1185,30,85,78,99,81,60,83,75,Good,Female,student1185@gmail.com
1186,11,86,66,84,86,74,91,66,Good,Male,student1186@gmail.com
1187,35,87,86,89,94,93,91,88,Excellent,Male,student1187@gmail.com
1188,4,98,81,58,78,91,74,75,Good,Male,student1188@gmail.com
1189,6,91,94,75,86,84,67,97,Good,Male,student1189@gmail.com
1190,33,100,90,89,91,86,75,72,Excellent,Female,student1190@gmail.com
1191,1,50,60,70,75,100,62,100,Average,Male,student1191@gmail.com
1192,11,75,92,70,62,87,87,98,Good,Male,student1192@gmail.com
1193,21,86,62,81,63,92,75,79,Good,Female,student1193@gmail.com
1194,24,80,66,67,72,78,99,67,Good,Male,student1194@gmail.com
1195,4,56,66,92,74,79,80,68,Good,Female,student1195@gmail.com
1196,1,91,72,85,78,92,82,85,Good,Male,student1196@gmail.com
1197,12,94,65,90,79,97,76,75,Good,Male,student1197@gmail.com
1198,28,81,82,99,86,88,60,89,Good,Male,student1198@gmail.com
1199,20,94,82,91,94,100,99,69,Excellent,Female,student1199@gmail.com
1200,35,99,89,93,87,86,90,96,Excellent,Female,student1200@gmail.com
1201,33,88,83,62,88,100,83,84,Good,Male,student1201@gmail.com
1202,4,79,74,68,82,65,73,89,Good,Female,student1202@gmail.com
1203,1,49,85,70,90,79,71,67,Good,Female,student1203@gmail.com
1204,7,97,99,67,87,66,68,67,Good,Male,student1204@gmail.com
1205,27,96,70,82,71,99,90,65,Good,Female,student1205@gmail.com
1206,34,89,71,75,65,74,93,90,Good,Male,student1206@gmail.com
1207,17,94,90,77,65,83,79,96,Good,Male,student1207@gmail.com
1208,18,62,73,95,68,61,60,68,Good,Female,student1208@gmail.com
1209,9,68,94,92,77,79,88,74,Good,Male,student1209@gmail.com
1210,3,58,66,99,98,69,65,78,Good,Female,student1210@gmail.com
1211,28,92,77,75,84,74,82,78,Good,Female,student1211@gmail.com
1212,28,90,78,86,83,98,71,84,Good,Female,student1212@gmail.com
1213,26,84,67,89,96,88,60,88,Good,Female,student1213@gmail.com
1214,4,81,85,50,53,55,91,78,Average,Male,student1214@gmail.com
1215,15,87,89,94,82,81,98,88,Good,Male,student1215@gmail.com
1216,33,88,75,83,74,76,72,61,Good,Female,student1216@gmail.com
1217,31,76,83,100,96,65,98,97,Good,Female,student1217@gmail.com
1218,7,60,66,65,90,61,96,74,Good,Male,student1218@gmail.com
1219,26,85,64,98,68,70,63,77,Good,Female,student1219@gmail.com
1220,3,73,88,57,93,85,85,77,Good,Male,student1220@gmail.com
1221,31,99,81,80,89,75,83,93,Good,Male,student1221@gmail.com
1222,1,95,57,77,81,83,57,70,Good,Male,student1222@gmail.com
1223,30,92,90,92,78,59,68,96,Good,Male,student1223@gmail.com
1224,28,100,94,76,60,95,90,66,Good,Female,student1224@gmail.com
1225,24,89,67,98,94,89,60,95,Good,Female,student1225@gmail.com
1226,28,94,66,68,94,62,76,77,Good,Male,student1226@gmail.com
1227,6,89,64,78,85,68,84,99,Good,Male,student1227@gmail.com
1228,5,74,79,82,51,67,65,82,Good,Female,student1228@gmail.com
1229,12,95,82,70,81,94,93,69,Good,Female,student1229@gmail.com
1230,3,93,74,98,100,62,83,87,Good,Male,student1230@gmail.com
1231,26,94,91,98,94,88,97,94,Excellent,Male,student1231@gmail.com
1232,18,85,80,84,96,45,84,90,Good,Male,student1232@gmail.com
1233,31,94,98,74,94,35,95,80,Good,Male,student1233@gmail.com
1234,17,95,88,85,66,70,72,97,Good,Female,student1234@gmail.com
1235,23,97,82,100,69,64,73,88,Good,Male,student1235@gmail.com
1236,17,100,83,67,77,88,76,84,Good,Male,student1236@gmail.com
1237,29,99,65,97,89,87,72,86,Good,Female,student1237@gmail.com
1238,13,97,67,79,76,76,66,97,Good,Male,student1238@gmail.com
1239,2,53,98,66,80,82,89,85,Good,Female,student1239@gmail.com
1240,35,99,85,98,91,86,97,85,Excellent,Female,student1240@gmail.com
1241,35,99,89,88,94,99,89,92,Excellent,Male,student1241@gmail.com
